since_first_active_month_parsed_days,reward_int,cardholder_fico_score,Range_int,cardholder_age
2552,1,606,0,63
2948,2,489,0,34
2736,0,406,0,30
2644,1,849,3,53
2795,0,321,0,57
2764,2,661,1,54
2826,1,381,0,48
2705,0,649,1,32
2552,2,333,0,19
3222,2,430,0,33
2644,2,521,0,75
2522,2,338,0,89
2736,2,432,0,68
2644,1,794,3,27
2826,2,377,0,20
2675,2,644,1,36
3526,1,785,3,49
2856,2,658,1,35
2736,1,680,1,65
2614,1,569,0,22
3253,1,678,1,40
2705,2,460,0,23
2736,2,500,0,21
2705,1,730,3,77
2522,1,349,0,34
3192,1,462,0,53
3710,1,442,0,21
2948,1,379,0,84
2614,1,344,0,19
2644,2,735,3,22
2856,1,419,0,38
2614,1,401,0,28
2644,0,551,0,86
2887,0,630,1,59
3192,1,376,0,31
2491,2,464,0,25
2826,1,547,0,100
2948,1,541,0,22
2795,1,585,0,51
2795,1,580,0,49
2583,1,647,1,77
2491,1,356,0,54
2675,1,487,0,89
2795,0,843,3,25
2826,1,513,0,55
2491,0,820,3,24
3345,2,626,0,68
3009,2,452,0,88
2552,2,790,3,61
2736,2,335,0,34
3618,0,831,3,35
2887,1,822,3,37
2552,2,359,0,57
3495,2,470,0,61
2552,2,681,1,48
2826,1,826,3,46
2644,2,785,3,19
2826,1,436,0,34
2552,1,356,0,40
2583,1,810,3,22
3009,1,423,0,42
2675,1,713,2,70
2491,1,385,0,32
3618,1,315,0,44
2826,1,356,0,25
2736,1,366,0,53
3040,1,691,2,34
2917,1,451,0,28
2764,1,397,0,37
2795,1,456,0,53
2675,1,610,0,76
3467,1,723,3,62
2522,1,446,0,77
2491,1,304,0,36
2552,2,642,1,98
2491,0,404,0,48
2491,0,705,2,58
2948,1,492,0,30
2552,2,609,0,44
2644,1,509,0,21
2552,1,486,0,80
2917,1,370,0,75
2887,1,811,3,85
3832,1,782,3,35
2552,1,429,0,45
2552,0,337,0,97
2614,1,434,0,63
2764,1,604,0,56
2948,1,384,0,37
3161,0,325,0,42
3557,1,536,0,66
2979,1,455,0,51
2826,1,488,0,34
4256,1,453,0,63
2705,1,832,3,36
2764,1,669,1,23
2583,0,796,3,72
2736,2,607,0,61
2583,1,731,3,18
2979,1,338,0,28
2552,1,682,1,85
3009,1,431,0,45
2491,0,806,3,40
2491,1,516,0,57
2552,1,324,0,23
2917,1,317,0,58
2795,2,372,0,38
2522,0,447,0,91
2795,2,539,0,57
2583,2,740,3,68
3161,1,716,2,43
2705,2,316,0,82
2522,1,728,3,57
2491,1,577,0,18
3130,2,314,0,55
2552,1,441,0,67
2675,2,699,2,84
2491,1,393,0,46
2552,1,806,3,27
2705,1,789,3,47
2675,1,412,0,39
2614,1,803,3,22
3101,1,519,0,29
2826,1,743,3,35
2887,1,400,0,68
2491,1,659,1,100
2614,2,823,3,37
2675,0,371,0,37
2491,1,700,2,94
2522,1,481,0,20
2461,1,838,3,50
2675,1,811,3,52
2764,1,576,0,21
3495,1,620,0,84
2583,1,762,3,26
2705,2,387,0,27
2826,2,481,0,40
2583,2,464,0,81
2826,2,517,0,53
2948,1,528,0,31
3222,1,673,1,62
3618,2,538,0,53
2675,2,396,0,19
2675,1,351,0,27
2522,2,698,2,99
2522,1,576,0,35
2522,1,661,1,41
2644,0,438,0,25
2461,1,350,0,61
2491,0,453,0,54
2675,1,374,0,67
2522,1,632,1,42
2491,2,380,0,20
3648,1,355,0,30
2583,1,467,0,70
2552,0,398,0,39
2522,0,778,3,70
2644,0,660,1,33
2736,1,503,0,34
2795,1,607,0,72
3130,1,364,0,35
2583,0,776,3,25
2522,0,411,0,25
2552,1,572,0,23
2856,1,793,3,27
2764,2,804,3,96
2948,1,844,3,35
2705,1,542,0,47
2856,1,831,3,23
2948,1,783,3,66
2583,0,615,0,44
3436,0,726,3,32
2491,2,438,0,67
3495,0,714,2,24
2736,0,844,3,20
2461,2,546,0,51
2736,1,603,0,58
2917,1,846,3,23
3253,2,758,3,52
2583,0,444,0,35
2491,1,504,0,28
2491,1,404,0,51
2522,1,733,3,68
2795,2,515,0,39
3101,1,605,0,76
2764,1,694,2,37
2948,0,688,1,19
2887,1,687,1,83
2522,1,386,0,28
3040,1,329,0,44
2795,0,702,2,38
2491,1,634,1,22
3436,1,739,3,36
2614,0,588,0,93
2552,0,745,3,67
2491,1,593,0,92
2491,1,706,2,23
3040,1,393,0,59
2644,2,756,3,60
2461,1,801,3,81
3192,1,349,0,24
2736,2,547,0,34
3253,1,462,0,24
2948,1,576,0,88
2491,1,514,0,36
3406,1,323,0,96
3009,0,590,0,87
2461,1,371,0,58
2583,1,842,3,46
2795,1,417,0,42
2552,1,790,3,66
2826,1,802,3,30
2675,2,835,3,63
2461,1,738,3,57
2736,2,344,0,72
2675,0,385,0,63
2583,2,462,0,42
2491,1,503,0,31
3526,1,831,3,59
2795,1,847,3,83
2887,2,550,0,71
2522,2,821,3,46
2764,2,530,0,43
3009,1,406,0,81
3101,2,792,3,75
2552,0,470,0,21
2675,2,547,0,70
2491,2,557,0,69
2461,2,710,2,48
2491,1,709,2,43
2856,1,389,0,29
2736,1,762,3,50
2491,2,470,0,68
3101,1,661,1,80
2736,2,585,0,85
2736,1,754,3,46
2675,1,524,0,62
2675,1,817,3,23
2522,1,690,2,35
2948,1,581,0,50
2795,1,696,2,18
3618,2,679,1,69
3375,1,770,3,56
2705,1,804,3,40
2522,1,610,0,26
2675,0,739,3,60
2614,1,783,3,32
3192,2,662,1,44
3526,1,770,3,48
2644,1,587,0,39
3345,2,663,1,89
2979,1,574,0,59
2917,1,460,0,78
2826,0,341,0,25
2644,2,792,3,37
2826,1,819,3,19
2979,1,322,0,33
2644,1,449,0,72
2917,1,483,0,48
2764,1,396,0,48
2736,1,558,0,88
2675,1,806,3,54
3679,2,476,0,54
2522,1,303,0,23
2948,0,667,1,20
3101,1,316,0,38
2461,2,377,0,21
2948,1,762,3,31
2583,1,417,0,34
2705,1,734,3,30
2795,0,429,0,79
2583,2,757,3,72
2522,1,411,0,59
2491,2,538,0,24
2583,2,500,0,51
2826,0,650,1,78
2583,1,338,0,62
2552,1,802,3,24
2795,1,760,3,82
3009,1,645,1,88
2522,1,484,0,49
3467,1,471,0,21
2644,2,624,0,44
2583,1,761,3,59
2522,1,750,3,20
2887,1,417,0,28
3406,1,402,0,48
2583,2,843,3,30
2705,1,486,0,46
2614,0,516,0,91
2736,1,341,0,46
3375,1,385,0,24
2675,1,439,0,24
2795,1,450,0,53
2614,1,739,3,45
3832,1,486,0,52
2917,2,414,0,52
2614,1,385,0,68
2887,2,849,3,41
2461,1,550,0,68
4317,2,811,3,26
2491,1,409,0,33
2522,1,752,3,24
2614,1,323,0,36
2552,2,557,0,95
2491,1,671,1,22
2675,2,338,0,20
3587,1,408,0,62
2764,0,626,0,56
2795,2,424,0,22
2856,1,571,0,21
2705,0,388,0,42
2614,1,690,2,63
2583,1,635,1,26
2764,2,496,0,83
3222,1,444,0,70
2826,1,459,0,49
2736,0,608,0,32
2736,2,791,3,81
2736,1,394,0,79
3740,2,537,0,26
2522,2,350,0,51
2491,1,726,3,39
2522,1,328,0,42
2979,1,503,0,58
2887,1,603,0,76
2826,0,504,0,25
2522,1,396,0,34
3130,1,649,1,18
2795,0,305,0,44
3222,1,672,1,53
2736,2,310,0,47
3253,1,500,0,49
2491,1,542,0,66
2522,0,816,3,44
2764,1,323,0,49
2491,1,460,0,31
2736,2,731,3,23
2583,1,511,0,26
2522,0,637,1,35
2583,0,823,3,33
2583,1,324,0,33
3345,1,830,3,91
3983,1,384,0,70
2705,1,412,0,93
2856,1,672,1,23
2675,1,440,0,68
3070,2,514,0,44
2795,0,588,0,60
2764,1,574,0,91
2795,0,331,0,26
3130,1,643,1,81
2522,1,843,3,36
2675,0,361,0,31
3222,1,416,0,70
3101,1,601,0,60
2614,2,559,0,31
2644,0,806,3,36
2736,2,793,3,58
2795,1,831,3,33
2583,1,523,0,38
2795,2,416,0,59
2705,1,762,3,38
2826,0,672,1,61
2614,1,573,0,64
2461,1,543,0,26
3101,1,841,3,54
2856,1,672,1,80
2826,1,460,0,34
2461,1,811,3,53
3101,1,525,0,26
2491,1,560,0,37
2795,1,603,0,49
2736,1,734,3,48
3009,1,549,0,66
2461,1,848,3,61
2826,2,349,0,70
2583,2,406,0,95
3070,2,587,0,27
2948,1,848,3,57
2917,0,661,1,35
2917,1,737,3,21
2705,1,779,3,39
3771,1,433,0,99
2583,1,575,0,52
2705,2,408,0,30
4044,1,550,0,97
2522,0,719,2,43
2614,2,628,0,68
2856,1,300,0,41
2826,1,459,0,33
3436,0,516,0,56
2583,1,351,0,44
3040,0,706,2,63
3070,1,724,3,42
2583,1,769,3,26
2583,0,701,2,72
2736,1,599,0,45
2675,2,780,3,28
2675,1,496,0,57
3009,1,743,3,66
2491,0,661,1,20
2795,0,769,3,27
2887,2,626,0,30
3040,2,300,0,75
2522,2,714,2,41
3283,2,619,0,55
2614,0,832,3,30
3253,1,431,0,82
2552,1,625,0,22
2795,1,755,3,20
2552,1,579,0,87
2795,1,429,0,30
3009,1,325,0,51
2583,1,392,0,27
2675,2,784,3,80
2705,0,712,2,43
3253,2,780,3,58
2764,0,330,0,73
2675,1,498,0,22
2675,1,609,0,23
2614,1,402,0,54
2917,2,324,0,36
2795,1,672,1,33
2736,1,325,0,26
2552,1,496,0,21
2856,0,598,0,53
2795,1,317,0,20
2583,2,489,0,55
2705,1,749,3,30
2583,1,451,0,60
2644,2,559,0,90
2614,1,715,2,22
3130,1,462,0,47
3375,1,675,1,68
2461,1,592,0,39
2764,1,730,3,94
2491,2,619,0,37
2644,2,497,0,19
4075,1,589,0,70
2461,0,716,2,46
2583,1,730,3,41
2887,1,651,1,23
2491,1,531,0,18
3070,2,835,3,28
2583,2,379,0,38
2522,1,728,3,27
3801,1,745,3,18
2583,0,829,3,39
2705,2,784,3,21
2522,1,355,0,22
2795,1,644,1,20
2614,2,345,0,39
2491,0,622,0,50
2583,0,763,3,69
3222,2,301,0,42
2522,1,493,0,61
2736,1,555,0,43
2583,1,701,2,54
2705,0,564,0,43
2583,1,594,0,37
3009,1,777,3,45
2614,1,512,0,25
2644,1,642,1,44
2614,1,696,2,45
3801,0,553,0,51
3009,1,624,0,36
2948,1,340,0,35
2764,1,320,0,19
3618,1,358,0,25
2491,2,737,3,54
2583,1,600,0,49
2614,0,676,1,32
2522,1,754,3,23
2705,2,770,3,66
2705,2,816,3,19
3557,2,357,0,61
2764,0,451,0,35
2614,1,792,3,60
2764,2,810,3,67
2826,1,759,3,99
2461,2,509,0,72
2522,2,617,0,60
2644,1,697,2,35
2491,1,655,1,20
2583,0,573,0,40
2491,1,596,0,41
2948,2,555,0,63
2491,0,668,1,29
2461,1,619,0,64
2552,0,689,1,56
2675,1,457,0,83
2552,2,552,0,22
2614,1,672,1,29
3161,2,384,0,35
2583,1,370,0,46
2614,1,789,3,21
3710,2,647,1,72
2795,1,718,2,71
2644,1,514,0,88
2461,1,329,0,48
2614,0,676,1,45
2705,1,400,0,46
2826,0,684,1,73
2705,2,611,0,71
2614,1,719,2,82
2917,0,429,0,23
2583,1,448,0,34
2614,1,374,0,88
2917,2,617,0,91
3283,2,686,1,28
2644,0,845,3,35
3070,1,631,1,83
2552,1,351,0,26
2583,2,427,0,39
2583,0,568,0,55
2826,1,627,0,99
2522,1,665,1,31
2917,1,688,1,46
2887,0,326,0,46
2522,0,420,0,95
2583,1,590,0,24
3557,2,552,0,56
2491,0,833,3,29
2614,2,535,0,72
2826,1,757,3,34
4105,1,504,0,54
2491,1,806,3,66
2764,1,521,0,28
3314,0,387,0,30
2644,2,307,0,20
2614,0,481,0,38
2491,1,764,3,43
3375,2,345,0,20
2522,1,676,1,63
2552,2,484,0,58
2522,0,477,0,71
2461,0,808,3,75
2675,2,667,1,23
2736,2,736,3,21
3070,1,814,3,57
2795,1,616,0,72
2522,2,716,2,24
2887,2,555,0,43
3130,1,713,2,25
2795,1,504,0,56
2795,1,354,0,43
2461,1,371,0,59
2764,1,782,3,20
3130,2,454,0,51
2491,2,314,0,19
2461,0,587,0,39
2675,1,730,3,99
2736,1,807,3,23
2583,1,791,3,53
2522,1,568,0,71
2583,0,835,3,59
2856,2,541,0,56
2583,2,719,2,20
2491,1,667,1,18
2856,1,587,0,49
2826,1,677,1,24
2856,1,306,0,54
3070,1,587,0,74
2705,1,614,0,55
2552,1,556,0,42
3161,1,549,0,96
2856,1,642,1,44
2583,1,399,0,28
4591,1,477,0,67
3101,1,594,0,49
2461,1,404,0,30
2552,1,781,3,54
2764,1,729,3,63
2461,1,389,0,63
2826,2,807,3,46
2887,1,458,0,61
2795,0,383,0,31
2764,1,397,0,42
2795,2,713,2,18
2491,2,640,1,35
2522,1,832,3,76
2887,1,361,0,30
3345,1,378,0,33
2614,2,303,0,45
2887,2,454,0,20
3679,1,636,1,59
2705,1,746,3,83
2764,1,771,3,18
2795,1,723,3,30
2705,1,423,0,81
2522,1,559,0,22
2583,1,789,3,32
2461,2,600,0,98
2614,2,592,0,21
2675,1,424,0,19
2764,1,788,3,23
2826,1,802,3,68
2826,1,338,0,23
2583,1,779,3,75
2979,1,531,0,74
2522,0,681,1,32
2583,1,688,1,59
2522,0,559,0,40
2795,0,594,0,70
2461,2,418,0,24
3283,1,676,1,58
2705,0,653,1,31
2614,1,749,3,51
3345,2,526,0,52
3192,1,318,0,71
2552,0,544,0,80
2522,0,489,0,41
2705,2,644,1,59
3406,1,323,0,25
2461,1,541,0,56
2675,2,471,0,23
3587,1,415,0,41
3314,2,429,0,68
2979,2,412,0,25
2552,1,492,0,38
2491,2,703,2,68
2736,0,599,0,69
2644,1,707,2,33
2522,1,595,0,24
2461,0,790,3,81
2614,1,376,0,50
2795,0,817,3,27
3436,1,437,0,25
2491,2,659,1,31
3040,0,367,0,29
2887,0,416,0,29
2583,0,433,0,59
2583,0,525,0,31
2764,1,406,0,32
2461,0,397,0,43
2675,1,788,3,26
3161,1,689,1,19
2675,2,727,3,30
2522,1,406,0,32
2644,1,463,0,27
4013,0,510,0,59
2917,1,839,3,28
3070,1,469,0,36
2675,2,626,0,56
2614,1,524,0,26
2644,1,420,0,28
2705,1,381,0,69
2522,0,744,3,41
2736,2,700,2,25
3101,1,456,0,31
2614,0,490,0,72
2614,1,321,0,34
2644,1,397,0,55
2461,1,786,3,44
3040,1,482,0,53
2826,1,566,0,73
3648,1,627,0,35
3526,1,570,0,46
2614,2,617,0,39
2461,1,325,0,32
2644,0,846,3,35
2583,0,608,0,94
2764,1,553,0,23
2552,0,766,3,30
2644,2,594,0,99
2552,1,380,0,19
2795,0,808,3,54
2552,2,829,3,55
2522,0,494,0,68
2764,1,554,0,57
2948,1,644,1,20
2795,2,809,3,28
2948,1,837,3,35
2675,0,438,0,48
2764,2,741,3,25
2491,1,640,1,37
2764,1,710,2,18
2826,1,789,3,73
2583,1,358,0,91
2856,0,686,1,22
2917,0,384,0,27
2552,0,435,0,46
2887,1,351,0,67
2491,1,636,1,69
2491,1,656,1,34
2736,1,701,2,20
2461,2,515,0,59
2764,2,701,2,53
2948,0,432,0,20
2795,2,456,0,30
2917,1,563,0,43
2552,2,600,0,59
2461,1,763,3,55
2736,2,314,0,43
2736,2,568,0,94
3009,0,416,0,40
2491,1,425,0,47
2644,1,584,0,23
2826,0,410,0,43
2764,1,413,0,42
2614,0,515,0,26
2948,0,502,0,25
2979,1,431,0,53
2764,1,528,0,99
2948,1,464,0,26
2795,1,645,1,51
2491,1,607,0,51
2461,2,498,0,37
2826,1,466,0,40
3009,1,655,1,90
2826,1,580,0,51
2614,2,728,3,32
2522,1,649,1,87
2552,1,831,3,57
2856,1,835,3,49
2522,0,536,0,21
2795,1,606,0,44
2826,1,665,1,61
2552,2,681,1,34
2522,0,800,3,61
2583,1,675,1,36
2764,0,517,0,96
2795,1,600,0,40
2887,1,586,0,88
2522,1,511,0,27
3222,1,670,1,63
2675,0,458,0,90
3345,2,442,0,30
2522,1,522,0,80
2583,2,619,0,88
2522,2,353,0,30
3253,1,516,0,26
2522,1,846,3,63
3130,1,832,3,32
2856,0,610,0,76
2856,0,810,3,25
2826,1,502,0,31
2856,2,477,0,42
3070,1,790,3,99
2583,1,412,0,85
2736,1,386,0,25
2583,1,456,0,25
2887,0,423,0,49
2552,1,607,0,22
2736,2,822,3,47
2705,0,846,3,44
2705,1,313,0,27
2887,1,312,0,28
2552,1,813,3,29
2917,0,508,0,89
2552,0,543,0,30
2764,1,635,1,19
2491,1,333,0,67
2522,0,713,2,28
2583,2,743,3,26
2491,1,756,3,39
2856,1,718,2,87
2826,1,450,0,33
2491,1,416,0,78
2491,1,560,0,21
2522,1,678,1,36
2552,2,587,0,70
2826,0,419,0,56
2522,2,393,0,20
2826,1,527,0,98
2461,1,637,1,80
2491,2,398,0,34
2675,1,478,0,49
2917,2,494,0,60
2764,1,797,3,20
2705,2,824,3,53
2826,1,627,0,54
2491,0,367,0,23
2583,2,786,3,37
2948,1,557,0,27
2736,2,716,2,63
2826,0,325,0,37
2705,1,735,3,36
2736,0,351,0,23
2614,1,558,0,29
2675,0,748,3,69
2614,1,796,3,34
2826,1,388,0,42
2826,2,790,3,40
2675,1,786,3,76
3222,1,698,2,43
2552,2,563,0,26
2522,0,715,2,99
2856,1,850,3,59
3161,1,410,0,24
2705,1,810,3,34
2522,1,774,3,93
2826,2,590,0,38
2736,1,327,0,76
2552,1,696,2,84
2795,2,415,0,42
2614,2,467,0,28
2552,1,728,3,27
2705,0,819,3,63
2583,1,688,1,64
2856,1,392,0,41
2522,0,301,0,38
2856,1,678,1,97
2614,1,677,1,29
2856,2,487,0,89
3161,1,624,0,57
2583,0,316,0,39
2917,1,633,1,21
2461,0,613,0,29
3070,2,643,1,24
2795,1,302,0,37
2736,0,687,1,37
2856,2,825,3,58
2552,2,423,0,26
3345,1,436,0,24
2461,2,301,0,40
2795,0,329,0,54
2705,0,393,0,26
2826,0,516,0,70
2461,1,686,1,39
2491,1,733,3,21
2705,1,376,0,40
2795,0,542,0,90
2461,1,704,2,75
3406,1,681,1,19
3009,0,742,3,19
2583,0,386,0,64
2826,0,336,0,50
2522,1,680,1,49
2522,2,559,0,30
3314,0,835,3,85
2795,0,840,3,23
2705,2,770,3,33
2856,0,530,0,42
2705,1,335,0,24
3130,2,713,2,22
2644,2,631,1,43
2583,0,495,0,66
2583,0,392,0,39
2552,1,814,3,83
2491,0,471,0,29
2826,2,775,3,76
2461,1,770,3,33
2491,2,837,3,52
2461,2,649,1,76
3192,1,734,3,38
2522,1,738,3,73
2705,0,644,1,18
2736,1,361,0,39
2917,1,824,3,74
2917,1,454,0,87
2826,1,816,3,91
2583,2,712,2,72
3952,1,632,1,43
2675,2,422,0,35
3314,0,376,0,38
2491,2,468,0,44
2552,2,482,0,39
2522,1,544,0,49
2917,1,475,0,51
2705,1,450,0,35
2948,2,523,0,18
2795,1,445,0,56
2764,1,490,0,87
3040,0,732,3,36
2491,2,331,0,65
3314,2,435,0,76
3070,2,719,2,98
2583,2,446,0,46
2461,1,701,2,22
2614,0,614,0,60
2795,0,562,0,20
2522,1,756,3,27
2614,1,639,1,96
2795,1,605,0,49
2675,1,325,0,18
2491,2,837,3,71
2736,1,445,0,36
2948,2,828,3,41
2675,0,467,0,42
2491,1,794,3,36
2948,1,539,0,69
2948,0,305,0,22
2522,1,783,3,53
2552,1,736,3,96
3040,0,386,0,36
3070,1,588,0,81
3495,1,772,3,76
2764,1,301,0,21
2522,2,581,0,44
2736,0,632,1,90
2826,0,464,0,69
3161,1,498,0,62
3040,1,504,0,28
3495,2,620,0,28
3375,1,435,0,31
2917,0,695,2,32
3283,1,776,3,21
2614,1,374,0,19
2614,1,693,2,31
3070,1,668,1,21
2736,0,479,0,61
2491,1,643,1,40
2826,1,608,0,63
2764,0,595,0,20
2736,1,450,0,66
2552,0,736,3,43
3161,1,724,3,36
2795,2,434,0,59
2491,1,833,3,24
2644,1,514,0,36
2826,0,447,0,81
2826,2,755,3,28
2552,1,431,0,60
2583,1,785,3,36
2461,2,417,0,20
2887,1,527,0,32
2736,1,665,1,42
2705,1,678,1,24
2583,1,319,0,42
2491,1,513,0,24
3710,1,419,0,62
2856,0,404,0,38
2461,0,571,0,52
3618,0,351,0,39
3406,1,649,1,38
2583,1,586,0,41
2675,2,384,0,22
2705,1,785,3,23
2614,2,317,0,34
2764,1,315,0,30
2522,1,532,0,51
2644,1,767,3,45
2614,2,373,0,59
2583,0,697,2,45
2795,1,321,0,34
2795,0,778,3,27
2522,1,756,3,28
2644,1,478,0,58
2583,1,514,0,93
2522,1,448,0,61
3009,1,368,0,86
3345,1,310,0,31
2461,0,390,0,25
2583,1,632,1,99
2552,1,405,0,57
2887,1,412,0,29
2614,0,808,3,72
2491,1,760,3,56
2552,1,648,1,30
2705,1,795,3,44
2736,1,591,0,83
2644,2,489,0,79
3101,0,346,0,67
2675,0,820,3,21
2979,0,609,0,93
2461,2,523,0,77
2826,1,741,3,22
2979,1,660,1,51
2583,1,812,3,18
2552,1,656,1,43
2461,0,782,3,28
3040,2,726,3,45
2522,2,457,0,32
2705,1,346,0,97
2644,2,305,0,49
3436,1,319,0,40
2887,1,393,0,28
3009,0,587,0,88
3101,1,491,0,53
2979,1,473,0,38
2826,1,493,0,39
2614,1,432,0,87
3648,2,831,3,64
2491,1,516,0,97
2675,1,731,3,94
2491,1,362,0,46
2764,1,676,1,20
2522,1,401,0,81
2644,2,714,2,52
2522,1,532,0,20
2764,1,457,0,94
2887,1,324,0,29
3070,1,435,0,30
2979,1,797,3,68
2736,1,661,1,32
2491,1,608,0,43
2917,2,805,3,36
2856,0,524,0,48
2795,1,418,0,36
2583,1,787,3,45
2826,2,676,1,55
2552,1,678,1,36
2522,1,838,3,63
2644,0,409,0,30
2552,1,667,1,93
2736,1,636,1,83
2795,1,791,3,21
2552,2,653,1,21
2644,1,736,3,29
2705,1,747,3,63
2856,1,544,0,34
2644,1,562,0,80
2948,2,401,0,26
2552,2,352,0,40
2522,1,437,0,24
3345,2,420,0,80
3222,2,849,3,40
2764,1,352,0,51
2491,0,748,3,37
2491,0,533,0,64
2583,1,654,1,29
3192,2,769,3,47
2614,2,408,0,50
3101,0,369,0,34
2705,0,339,0,46
2491,1,385,0,36
2552,1,735,3,19
2583,1,822,3,52
2644,1,576,0,43
2461,2,791,3,57
2583,1,778,3,21
2795,1,507,0,92
2675,1,709,2,94
2826,1,800,3,25
2614,2,769,3,49
2461,2,429,0,39
2491,2,737,3,73
2736,1,306,0,34
2552,1,572,0,90
2552,1,719,2,31
2461,0,403,0,46
3222,1,813,3,23
2826,2,756,3,35
2795,1,841,3,18
2705,2,790,3,82
2552,1,614,0,44
2948,1,691,2,53
2917,1,515,0,61
3375,1,544,0,97
2917,0,385,0,59
2552,1,590,0,21
2614,1,614,0,37
2705,1,391,0,43
2795,1,422,0,20
3009,1,328,0,37
2826,1,583,0,57
2764,1,631,1,35
2795,1,407,0,20
2917,1,518,0,21
2979,1,351,0,68
2644,1,763,3,21
2795,1,306,0,44
3130,1,436,0,19
2614,1,743,3,81
2826,2,713,2,44
2461,1,463,0,66
2583,0,507,0,89
2461,1,834,3,22
2948,0,584,0,28
2522,2,586,0,28
2736,2,355,0,31
3161,1,402,0,78
3467,0,551,0,44
2552,2,502,0,53
2826,0,454,0,25
2948,1,833,3,76
2856,0,836,3,67
2614,2,720,3,24
2614,1,309,0,40
3130,2,705,2,72
2826,1,407,0,43
2979,1,406,0,71
3009,1,460,0,34
3314,2,585,0,70
2675,1,814,3,45
2614,1,550,0,40
2856,1,746,3,78
2644,2,384,0,65
2614,2,382,0,39
2826,0,315,0,69
3375,0,513,0,62
2736,0,652,1,46
2461,2,594,0,63
4166,0,327,0,71
3009,1,326,0,51
2887,0,569,0,48
3040,1,722,3,30
2705,1,320,0,48
2461,2,497,0,100
2644,0,584,0,28
2491,1,452,0,20
2764,1,476,0,43
2917,0,447,0,29
2887,2,819,3,55
2856,1,332,0,39
2644,1,814,3,61
2522,1,599,0,78
2491,1,684,1,34
2826,1,813,3,86
3557,1,670,1,88
2764,0,641,1,35
2856,1,505,0,22
2764,2,659,1,50
2887,2,351,0,58
2764,0,468,0,78
2764,1,675,1,19
2644,0,846,3,23
2705,1,403,0,38
2614,1,727,3,54
2644,1,336,0,36
3345,0,485,0,68
2705,1,816,3,62
2736,1,746,3,26
3101,1,735,3,26
2764,1,786,3,71
3192,1,526,0,86
2522,0,390,0,38
2552,0,652,1,53
3070,1,560,0,82
2583,1,821,3,53
2583,2,832,3,76
3130,1,610,0,35
2644,1,647,1,38
2675,1,413,0,22
2705,0,306,0,33
2736,0,587,0,68
2979,1,804,3,41
3314,1,484,0,31
2491,1,653,1,50
2856,2,530,0,37
2552,2,511,0,81
2948,1,403,0,54
2826,1,653,1,26
2583,1,327,0,76
2705,1,799,3,33
2491,2,757,3,25
3345,2,663,1,31
3345,1,303,0,67
2675,1,557,0,40
2552,1,835,3,64
3040,2,690,2,20
2856,2,633,1,75
2948,1,787,3,54
2826,1,738,3,92
2887,2,512,0,90
3101,1,647,1,26
2461,0,835,3,18
2614,1,688,1,50
2856,1,600,0,26
2736,0,621,0,28
2795,2,408,0,73
2795,1,510,0,31
2552,0,549,0,43
2644,1,750,3,47
2522,2,411,0,19
2491,1,308,0,43
2552,1,470,0,21
2917,1,670,1,43
3222,1,378,0,41
3009,0,845,3,81
2795,1,824,3,36
3222,1,749,3,56
3101,0,715,2,87
3345,0,480,0,48
3070,2,554,0,66
2736,1,790,3,27
3009,2,675,1,48
2736,1,484,0,51
2795,2,654,1,38
2887,1,653,1,33
2644,1,670,1,25
2552,2,489,0,73
2522,1,523,0,66
2856,1,640,1,77
2948,1,730,3,27
2491,1,317,0,55
2826,0,684,1,59
2705,0,330,0,23
2736,2,331,0,76
2614,1,730,3,41
3618,2,816,3,20
2614,1,789,3,38
2552,0,497,0,70
2764,0,468,0,20
2887,2,576,0,27
2887,1,718,2,70
2705,1,595,0,46
2856,1,726,3,28
3009,1,691,2,33
2583,1,606,0,25
2736,1,400,0,57
2736,2,692,2,79
2856,1,603,0,82
2736,1,699,2,76
2614,1,452,0,70
2583,0,429,0,53
2887,2,559,0,36
2764,1,440,0,53
2736,1,384,0,29
2522,2,677,1,25
2491,1,312,0,30
2583,0,339,0,29
2948,1,827,3,34
2552,0,789,3,52
2552,0,591,0,27
2856,1,361,0,66
2552,1,513,0,37
2491,1,434,0,39
2887,0,347,0,19
3526,0,427,0,59
2614,1,723,3,65
2461,2,722,3,28
2887,1,340,0,79
2736,1,678,1,31
2552,1,683,1,41
2522,1,680,1,29
2736,1,403,0,21
3161,1,758,3,70
2644,1,361,0,40
2583,1,586,0,99
2675,1,354,0,20
2795,1,714,2,35
2887,0,640,1,27
2461,1,399,0,33
2552,1,818,3,54
2644,0,643,1,69
3130,1,560,0,97
3009,1,803,3,41
2795,1,419,0,97
2736,0,311,0,49
2644,2,569,0,47
2644,0,607,0,25
2764,0,534,0,37
2795,1,789,3,80
2491,1,718,2,23
2764,0,677,1,41
3040,1,811,3,49
2887,2,671,1,34
2491,1,625,0,39
2644,1,589,0,61
2522,1,800,3,78
3345,2,433,0,87
3314,1,737,3,37
3314,1,753,3,56
2736,1,606,0,48
2644,1,461,0,73
2491,1,479,0,26
2583,1,789,3,22
2705,1,418,0,36
2736,0,402,0,77
3801,0,322,0,30
2764,1,482,0,34
2614,1,680,1,52
2705,1,444,0,48
2644,1,348,0,45
2764,2,835,3,83
2552,0,656,1,52
3040,0,753,3,36
2736,0,380,0,43
2856,1,841,3,26
2583,1,848,3,47
3101,1,397,0,53
2705,1,777,3,22
2736,0,724,3,66
2644,0,680,1,73
2795,1,602,0,41
2826,1,399,0,25
